contrast,parcel,cluster,NETWORK,GLASSERLABELNAME,HEMISPHERE,prop
FEEDBACK_HIGH_LOSE,179,1002,Cingulo-Opercular,L_a32pr_ROI,L,0.8828125
FEEDBACK_HIGH_LOSE,181,1009,Visual1,R_V1_ROI,R,0.926302414231258
FEEDBACK_HIGH_LOSE,184,1009,Visual2,R_V2_ROI,R,0.928452579034942
FEEDBACK_HIGH_LOSE,185,1009,Visual2,R_V3_ROI,R,0.812680115273775
FEEDBACK_HIGH_LOSE,186,1009,Visual2,R_V4_ROI,R,0.916666666666667
FEEDBACK_HIGH_LOSE,187,1009,Visual2,R_V8_ROI,R,1
FEEDBACK_HIGH_LOSE,189,9,Somatomotor,R_3b_ROI,R,0.685816876122083
FEEDBACK_HIGH_LOSE,192,1008,Language,R_55b_ROI,R,0.570093457943925
FEEDBACK_HIGH_LOSE,193,1009,Visual2,R_V3A_ROI,R,0.782312925170068
FEEDBACK_HIGH_LOSE,196,1009,Visual2,R_V7_ROI,R,0.844444444444445
FEEDBACK_HIGH_LOSE,197,1009,Visual2,R_IPS1_ROI,R,0.846846846846847
FEEDBACK_HIGH_LOSE,198,1009,Visual2,R_FFC_ROI,R,0.976047904191617
FEEDBACK_HIGH_LOSE,199,1009,Visual2,R_V3B_ROI,R,1
FEEDBACK_HIGH_LOSE,200,1009,Visual2,R_LO1_ROI,R,1
FEEDBACK_HIGH_LOSE,201,1009,Visual2,R_LO2_ROI,R,1
FEEDBACK_HIGH_LOSE,202,1009,Visual2,R_PIT_ROI,R,1
FEEDBACK_HIGH_LOSE,204,9,Auditory,R_A1_ROI,R,0.954545454545455
FEEDBACK_HIGH_LOSE,206,1008,Language,R_SFL_ROI,R,0.865546218487395
FEEDBACK_HIGH_LOSE,209,1009,Frontoparietal,R_7Pm_ROI,R,0.854166666666667
FEEDBACK_HIGH_LOSE,211,8,Default,R_POS1_ROI,R,0.787735849056604
FEEDBACK_HIGH_LOSE,213,8,Default,R_v23ab_ROI,R,1
FEEDBACK_HIGH_LOSE,214,8,Default,R_d23ab_ROI,R,0.851063829787234
FEEDBACK_HIGH_LOSE,215,8,Default,R_31pv_ROI,R,0.711711711711712
FEEDBACK_HIGH_LOSE,216,9,Somatomotor,R_5m_ROI,R,0.717105263157895
FEEDBACK_HIGH_LOSE,217,9,Cingulo-Opercular,R_5mv_ROI,R,0.904545454545454
FEEDBACK_HIGH_LOSE,218,9,Cingulo-Opercular,R_23c_ROI,R,0.650557620817844
FEEDBACK_HIGH_LOSE,219,9,Somatomotor,R_5L_ROI,R,0.984771573604061
FEEDBACK_HIGH_LOSE,220,9,Somatomotor,R_24dd_ROI,R,0.883064516129032
FEEDBACK_HIGH_LOSE,221,9,Somatomotor,R_24dv_ROI,R,0.987261146496815
FEEDBACK_HIGH_LOSE,222,9,Somatomotor,R_7AL_ROI,R,1
FEEDBACK_HIGH_LOSE,224,1008,Cingulo-Opercular,R_6ma_ROI,R,0.545454545454545
FEEDBACK_HIGH_LOSE,226,1009,Dorsal-Attention,R_7PL_ROI,R,0.558441558441558
FEEDBACK_HIGH_LOSE,227,9,Somatomotor,R_7PC_ROI,R,1
FEEDBACK_HIGH_LOSE,228,1009,Visual2,R_LIPv_ROI,R,0.506493506493507
FEEDBACK_HIGH_LOSE,230,1009,Dorsal-Attention,R_MIP_ROI,R,0.916666666666667
FEEDBACK_HIGH_LOSE,231,9,Somatomotor,R_1_ROI,R,0.829457364341085
FEEDBACK_HIGH_LOSE,232,9,Somatomotor,R_2_ROI,R,1
FEEDBACK_HIGH_LOSE,233,9,Somatomotor,R_3a_ROI,R,0.675
FEEDBACK_HIGH_LOSE,234,9,Somatomotor,R_6d_ROI,R,1
FEEDBACK_HIGH_LOSE,235,9,Somatomotor,R_6mp_ROI,R,0.87360594795539
FEEDBACK_HIGH_LOSE,236,9,Somatomotor,R_6v_ROI,R,0.547008547008547
FEEDBACK_HIGH_LOSE,237,9,Cingulo-Opercular,R_p24pr_ROI,R,0.945652173913043
FEEDBACK_HIGH_LOSE,239,9,Cingulo-Opercular,R_a24pr_ROI,R,0.905660377358491
FEEDBACK_HIGH_LOSE,242,1008,Frontoparietal,R_d32_ROI,R,1
FEEDBACK_HIGH_LOSE,243,1008,Frontoparietal,R_8BM_ROI,R,0.891428571428572
FEEDBACK_HIGH_LOSE,245,14,Default,R_10r_ROI,R,0.972972972972973
FEEDBACK_HIGH_LOSE,246,10,Default,R_47m_ROI,R,0.901639344262295
FEEDBACK_HIGH_LOSE,253,1008,Frontoparietal,R_8C_ROI,R,0.901234567901234
FEEDBACK_HIGH_LOSE,258,1008,Cingulo-Opercular,R_6r_ROI,R,0.585551330798479
FEEDBACK_HIGH_LOSE,260,1008,Frontoparietal,R_IFJp_ROI,R,0.968253968253968
FEEDBACK_HIGH_LOSE,261,1008,Frontoparietal,R_IFSp_ROI,R,0.699248120300752
FEEDBACK_HIGH_LOSE,262,1008,Cingulo-Opercular,R_IFSa_ROI,R,0.525641025641026
FEEDBACK_HIGH_LOSE,263,1008,Frontoparietal,R_p9-46v_ROI,R,0.92817679558011
FEEDBACK_HIGH_LOSE,265,1008,Frontoparietal,R_a9-46v_ROI,R,0.968421052631579
FEEDBACK_HIGH_LOSE,268,14,Default,R_10v_ROI,R,0.510204081632653
FEEDBACK_HIGH_LOSE,269,1008,Frontoparietal,R_a10p_ROI,R,0.563380281690141
FEEDBACK_HIGH_LOSE,271,1008,Frontoparietal,R_11l_ROI,R,0.718954248366013
FEEDBACK_HIGH_LOSE,275,1009,Dorsal-Attention,R_LIPd_ROI,R,1
FEEDBACK_HIGH_LOSE,276,1008,Dorsal-Attention,R_6a_ROI,R,0.554572271386431
FEEDBACK_HIGH_LOSE,277,1008,Frontoparietal,R_i6-8_ROI,R,0.797979797979798
FEEDBACK_HIGH_LOSE,278,1008,Frontoparietal,R_s6-8_ROI,R,1
FEEDBACK_HIGH_LOSE,279,9,Cingulo-Opercular,R_43_ROI,R,0.933333333333333
FEEDBACK_HIGH_LOSE,280,9,Somatomotor,R_OP4_ROI,R,0.841860465116279
FEEDBACK_HIGH_LOSE,281,9,Somatomotor,R_OP1_ROI,R,1
FEEDBACK_HIGH_LOSE,282,9,Somatomotor,R_OP2-3_ROI,R,0.942528735632184
FEEDBACK_HIGH_LOSE,283,9,Auditory,R_52_ROI,R,0.924528301886792
FEEDBACK_HIGH_LOSE,284,9,Somatomotor,R_RI_ROI,R,1
FEEDBACK_HIGH_LOSE,285,9,Cingulo-Opercular,R_PFcm_ROI,R,1
FEEDBACK_HIGH_LOSE,286,9,Cingulo-Opercular,R_PoI2_ROI,R,0.744186046511628
FEEDBACK_HIGH_LOSE,287,9,Auditory,R_TA2_ROI,R,0.756756756756757
FEEDBACK_HIGH_LOSE,291,1010,Frontoparietal,R_AVI_ROI,R,0.986666666666667
FEEDBACK_HIGH_LOSE,292,1010,Orbito-Affective,R_AAIC_ROI,R,1
FEEDBACK_HIGH_LOSE,293,9,Cingulo-Opercular,R_FOP1_ROI,R,0.633802816901409
FEEDBACK_HIGH_LOSE,294,9,Cingulo-Opercular,R_FOP3_ROI,R,0.96
FEEDBACK_HIGH_LOSE,295,9,Somatomotor,R_FOP2_ROI,R,1
FEEDBACK_HIGH_LOSE,296,9,Dorsal-Attention,R_PFt_ROI,R,0.813471502590674
FEEDBACK_HIGH_LOSE,301,1009,Visual1,R_ProS_ROI,R,0.87218045112782
FEEDBACK_HIGH_LOSE,304,9,Auditory,R_PBelt_ROI,R,0.979166666666667
FEEDBACK_HIGH_LOSE,307,1009,Dorsal-Attention,R_PHA3_ROI,R,0.847058823529412
FEEDBACK_HIGH_LOSE,309,1009,Language,R_STSdp_ROI,R,0.838095238095238
FEEDBACK_HIGH_LOSE,310,1009,Default,R_STSvp_ROI,R,0.801324503311258
FEEDBACK_HIGH_LOSE,313,1009,Frontoparietal,R_TE1p_ROI,R,0.712389380530973
FEEDBACK_HIGH_LOSE,318,1009,Visual2,R_PH_ROI,R,0.697674418604651
FEEDBACK_HIGH_LOSE,320,12,Posterior-Multimodal,R_TPOJ2_ROI,R,0.517482517482518
FEEDBACK_HIGH_LOSE,324,1009,Frontoparietal,R_IP2_ROI,R,1
FEEDBACK_HIGH_LOSE,325,1009,Frontoparietal,R_IP1_ROI,R,0.927835051546392
FEEDBACK_HIGH_LOSE,326,1009,Dorsal-Attention,R_IP0_ROI,R,0.989473684210526
FEEDBACK_HIGH_LOSE,327,9,Cingulo-Opercular,R_PFop_ROI,R,0.993548387096774
FEEDBACK_HIGH_LOSE,328,9,Cingulo-Opercular,R_PF_ROI,R,0.584856396866841
FEEDBACK_HIGH_LOSE,329,1009,Frontoparietal,R_PFm_ROI,R,0.906581740976645
FEEDBACK_HIGH_LOSE,333,1009,Visual2,R_VMV1_ROI,R,0.902654867256637
FEEDBACK_HIGH_LOSE,334,1009,Visual2,R_VMV3_ROI,R,1
FEEDBACK_HIGH_LOSE,337,11,Visual2,R_FST_ROI,R,0.623376623376623
FEEDBACK_HIGH_LOSE,338,1009,Visual2,R_V3CD_ROI,R,1
FEEDBACK_HIGH_LOSE,339,1009,Visual2,R_LO3_ROI,R,0.846153846153846
FEEDBACK_HIGH_LOSE,340,1009,Visual2,R_VMV2_ROI,R,0.903614457831325
FEEDBACK_HIGH_LOSE,341,8,Default,R_31pd_ROI,R,0.691358024691358
FEEDBACK_HIGH_LOSE,342,8,Frontoparietal,R_31a_ROI,R,0.5
FEEDBACK_HIGH_LOSE,343,1009,Visual2,R_VVC_ROI,R,1
FEEDBACK_HIGH_LOSE,347,9,Cingulo-Opercular,R_PoI1_ROI,R,0.957055214723926
FEEDBACK_HIGH_LOSE,348,9,Somatomotor,R_Ig_ROI,R,0.814516129032258
FEEDBACK_HIGH_LOSE,350,1008,Frontoparietal,R_p10p_ROI,R,0.513513513513514
FEEDBACK_HIGH_LOSE,351,1008,Frontoparietal,R_p47r_ROI,R,0.6
FEEDBACK_HIGH_LOSE,353,9,Auditory,R_MBelt_ROI,R,0.773333333333333
FEEDBACK_HIGH_LOSE,354,9,Auditory,R_LBelt_ROI,R,1
FEEDBACK_HIGH_LOSE,355,9,Auditory,R_A4_ROI,R,0.668449197860963
FEEDBACK_HIGH_LOSE,357,1009,Frontoparietal,R_TE1m_ROI,R,0.508196721311475
FEEDBACK_HIGH_LOSE,358,9,Cingulo-Opercular,R_PI_ROI,R,0.503937007874016
FEEDBACK_HIGH_LOSE,359,1008,Cingulo-Opercular,R_a32pr_ROI,R,0.992125984251969
FEEDBACK_HIGH_LOW_LOSE,7,1004,Visual2,L_V8_ROI,L,0.63265306122449
FEEDBACK_HIGH_LOW_LOSE,180,1001,Cingulo-Opercular,L_p24_ROI,L,0.637931034482759
FEEDBACK_HIGH_LOW_LOSE,187,1013,Visual2,R_V8_ROI,R,0.6875
FEEDBACK_HIGH_LOW_LOSE,242,1007,Frontoparietal,R_d32_ROI,R,0.959349593495935
FEEDBACK_HIGH_LOW_LOSE,244,1007,Default,R_p32_ROI,R,0.613861386138614
FEEDBACK_HIGH_LOW_LOSE,265,1005,Frontoparietal,R_a9-46v_ROI,R,0.610526315789474
FEEDBACK_HIGH_LOW_LOSE,285,7,Cingulo-Opercular,R_PFcm_ROI,R,0.66304347826087
FEEDBACK_HIGH_LOW_LOSE,292,1009,Orbito-Affective,R_AAIC_ROI,R,0.587301587301587
FEEDBACK_HIGH_LOW_LOSE,329,1008,Frontoparietal,R_PFm_ROI,R,0.602972399150743
FEEDBACK_HIGH_LOW_LOSE,331,1008,Default,R_PGs_ROI,R,0.593301435406699
FEEDBACK_HIGH_LOW_LOSE,337,8,Visual2,R_FST_ROI,R,0.701298701298701
FEEDBACK_HIGH_LOW_LOSE,359,1007,Cingulo-Opercular,R_a32pr_ROI,R,0.543307086614173
FEEDBACK_HIGH_LOW_WIN,42,1,Somatomotor,L_7AL_ROI,L,0.5
FEEDBACK_HIGH_LOW_WIN,99,2,Cingulo-Opercular,L_43_ROI,L,0.849206349206349
FEEDBACK_HIGH_LOW_WIN,100,2,Somatomotor,L_OP4_ROI,L,0.650943396226415
FEEDBACK_HIGH_LOW_WIN,111,1003,Frontoparietal,L_AVI_ROI,L,0.984126984126984
FEEDBACK_HIGH_LOW_WIN,112,1003,Orbito-Affective,L_AAIC_ROI,L,0.855263157894737
FEEDBACK_HIGH_LOW_WIN,168,3,Somatomotor,L_Ig_ROI,L,0.753846153846154
FEEDBACK_HIGH_LOW_WIN,180,1001,Cingulo-Opercular,L_p24_ROI,L,0.913793103448276
FEEDBACK_HIGH_LOW_WIN,206,1004,Language,R_SFL_ROI,R,0.689075630252101
FEEDBACK_HIGH_LOW_WIN,241,1004,Default,R_a24_ROI,R,0.768292682926829
FEEDBACK_HIGH_LOW_WIN,242,1004,Frontoparietal,R_d32_ROI,R,1
FEEDBACK_HIGH_LOW_WIN,243,1004,Frontoparietal,R_8BM_ROI,R,0.737142857142857
FEEDBACK_HIGH_LOW_WIN,244,1004,Default,R_p32_ROI,R,0.841584158415842
FEEDBACK_HIGH_LOW_WIN,254,1009,Frontoparietal,R_44_ROI,R,0.710344827586207
FEEDBACK_HIGH_LOW_WIN,257,1006,Frontoparietal,R_a47r_ROI,R,0.67816091954023
FEEDBACK_HIGH_LOW_WIN,263,1006,Frontoparietal,R_p9-46v_ROI,R,0.878453038674033
FEEDBACK_HIGH_LOW_WIN,265,1006,Frontoparietal,R_a9-46v_ROI,R,0.926315789473684
FEEDBACK_HIGH_LOW_WIN,269,1006,Frontoparietal,R_a10p_ROI,R,0.619718309859155
FEEDBACK_HIGH_LOW_WIN,271,1006,Frontoparietal,R_11l_ROI,R,0.797385620915033
FEEDBACK_HIGH_LOW_WIN,274,1006,Default,R_47s_ROI,R,0.73972602739726
FEEDBACK_HIGH_LOW_WIN,279,9,Cingulo-Opercular,R_43_ROI,R,0.762962962962963
FEEDBACK_HIGH_LOW_WIN,280,9,Somatomotor,R_OP4_ROI,R,0.758139534883721
FEEDBACK_HIGH_LOW_WIN,281,9,Somatomotor,R_OP1_ROI,R,0.641304347826087
FEEDBACK_HIGH_LOW_WIN,282,9,Somatomotor,R_OP2-3_ROI,R,0.632183908045977
FEEDBACK_HIGH_LOW_WIN,285,9,Cingulo-Opercular,R_PFcm_ROI,R,0.581521739130435
FEEDBACK_HIGH_LOW_WIN,291,1006,Frontoparietal,R_AVI_ROI,R,1
FEEDBACK_HIGH_LOW_WIN,292,1006,Orbito-Affective,R_AAIC_ROI,R,0.682539682539683
FEEDBACK_HIGH_LOW_WIN,293,9,Cingulo-Opercular,R_FOP1_ROI,R,0.535211267605634
FEEDBACK_HIGH_LOW_WIN,294,9,Cingulo-Opercular,R_FOP3_ROI,R,0.746666666666667
FEEDBACK_HIGH_LOW_WIN,324,1005,Frontoparietal,R_IP2_ROI,R,0.981651376146789
FEEDBACK_HIGH_LOW_WIN,329,1005,Frontoparietal,R_PFm_ROI,R,0.740976645435244
FEEDBACK_HIGH_LOW_WIN,349,1006,Cingulo-Opercular,R_FOP5_ROI,R,0.512820512820513
FEEDBACK_HIGH_LOW_WIN,351,1006,Frontoparietal,R_p47r_ROI,R,0.96
FEEDBACK_HIGH_LOW_WIN,359,1004,Cingulo-Opercular,R_a32pr_ROI,R,0.692913385826772
FEEDBACK_HIGH_LOW_WIN,360,1004,Cingulo-Opercular,R_p24_ROI,R,0.63013698630137
FEEDBACK_HIGH_WIN,1,1002,Visual1,L_V1_ROI,L,0.937424789410349
FEEDBACK_HIGH_WIN,4,1002,Visual2,L_V2_ROI,L,0.980613893376414
FEEDBACK_HIGH_WIN,5,1002,Visual2,L_V3_ROI,L,0.99406528189911
FEEDBACK_HIGH_WIN,6,1002,Visual2,L_V4_ROI,L,1
FEEDBACK_HIGH_WIN,7,1002,Visual2,L_V8_ROI,L,1
FEEDBACK_HIGH_WIN,9,1,Somatomotor,L_3b_ROI,L,0.616724738675958
FEEDBACK_HIGH_WIN,11,1001,Dorsal-Attention,L_PEF_ROI,L,0.805555555555556
FEEDBACK_HIGH_WIN,13,1002,Visual2,L_V3A_ROI,L,0.860927152317881
FEEDBACK_HIGH_WIN,16,1002,Visual2,L_V7_ROI,L,1
FEEDBACK_HIGH_WIN,17,1002,Visual2,L_IPS1_ROI,L,0.851851851851852
FEEDBACK_HIGH_WIN,18,1002,Visual2,L_FFC_ROI,L,0.993377483443709
FEEDBACK_HIGH_WIN,19,1002,Visual2,L_V3B_ROI,L,1
FEEDBACK_HIGH_WIN,20,1002,Visual2,L_LO1_ROI,L,1
FEEDBACK_HIGH_WIN,21,1002,Visual2,L_LO2_ROI,L,1
FEEDBACK_HIGH_WIN,22,1002,Visual2,L_PIT_ROI,L,1
FEEDBACK_HIGH_WIN,30,1,Default,L_7m_ROI,L,0.646153846153846
FEEDBACK_HIGH_WIN,31,1,Default,L_POS1_ROI,L,0.942222222222222
FEEDBACK_HIGH_WIN,33,1,Default,L_v23ab_ROI,L,1
FEEDBACK_HIGH_WIN,35,1,Default,L_31pv_ROI,L,0.89908256880734
FEEDBACK_HIGH_WIN,36,1,Somatomotor,L_5m_ROI,L,0.705357142857143
FEEDBACK_HIGH_WIN,37,1,Cingulo-Opercular,L_5mv_ROI,L,0.963350785340314
FEEDBACK_HIGH_WIN,38,1,Cingulo-Opercular,L_23c_ROI,L,0.987654320987654
FEEDBACK_HIGH_WIN,39,1,Somatomotor,L_5L_ROI,L,0.920212765957447
FEEDBACK_HIGH_WIN,40,1,Somatomotor,L_24dd_ROI,L,0.668161434977579
FEEDBACK_HIGH_WIN,41,1,Somatomotor,L_24dv_ROI,L,0.879432624113475
FEEDBACK_HIGH_WIN,42,1,Somatomotor,L_7AL_ROI,L,0.985294117647059
FEEDBACK_HIGH_WIN,43,1003,Cingulo-Opercular,L_SCEF_ROI,L,0.591133004926109
FEEDBACK_HIGH_WIN,46,1002,Dorsal-Attention,L_7PL_ROI,L,0.742268041237113
FEEDBACK_HIGH_WIN,47,1,Somatomotor,L_7PC_ROI,L,0.847953216374269
FEEDBACK_HIGH_WIN,48,1002,Visual2,L_LIPv_ROI,L,0.576923076923077
FEEDBACK_HIGH_WIN,50,1002,Dorsal-Attention,L_MIP_ROI,L,1
FEEDBACK_HIGH_WIN,51,1,Somatomotor,L_1_ROI,L,0.845386533665835
FEEDBACK_HIGH_WIN,52,1,Somatomotor,L_2_ROI,L,0.952961672473868
FEEDBACK_HIGH_WIN,55,1,Somatomotor,L_6mp_ROI,L,0.612403100775194
FEEDBACK_HIGH_WIN,57,1,Cingulo-Opercular,L_p24pr_ROI,L,0.925925925925926
FEEDBACK_HIGH_WIN,59,1,Cingulo-Opercular,L_a24pr_ROI,L,0.638297872340426
FEEDBACK_HIGH_WIN,62,1003,Default,L_d32_ROI,L,0.533333333333333
FEEDBACK_HIGH_WIN,63,1003,Frontoparietal,L_8BM_ROI,L,0.540229885057471
FEEDBACK_HIGH_WIN,65,4,Default,L_10r_ROI,L,0.946808510638298
FEEDBACK_HIGH_WIN,66,3,Default,L_47m_ROI,L,0.867924528301887
FEEDBACK_HIGH_WIN,68,7,Default,L_8Ad_ROI,L,0.731404958677686
FEEDBACK_HIGH_WIN,72,6,Default,L_10d_ROI,L,0.633986928104575
FEEDBACK_HIGH_WIN,77,1005,Frontoparietal,L_a47r_ROI,L,0.579545454545455
FEEDBACK_HIGH_WIN,80,1001,Frontoparietal,L_IFJp_ROI,L,1
FEEDBACK_HIGH_WIN,83,1001,Frontoparietal,L_p9-46v_ROI,L,0.609375
FEEDBACK_HIGH_WIN,88,4,Default,L_10v_ROI,L,0.601503759398496
FEEDBACK_HIGH_WIN,95,1002,Dorsal-Attention,L_LIPd_ROI,L,1
FEEDBACK_HIGH_WIN,99,1,Cingulo-Opercular,L_43_ROI,L,0.682539682539683
FEEDBACK_HIGH_WIN,100,1,Somatomotor,L_OP4_ROI,L,0.778301886792453
FEEDBACK_HIGH_WIN,101,1,Somatomotor,L_OP1_ROI,L,1
FEEDBACK_HIGH_WIN,102,1,Somatomotor,L_OP2-3_ROI,L,0.964539007092199
FEEDBACK_HIGH_WIN,103,1,Auditory,L_52_ROI,L,1
FEEDBACK_HIGH_WIN,104,1,Auditory,L_RI_ROI,L,0.648780487804878
FEEDBACK_HIGH_WIN,105,1,Cingulo-Opercular,L_PFcm_ROI,L,0.900763358778626
FEEDBACK_HIGH_WIN,106,1,Cingulo-Opercular,L_PoI2_ROI,L,0.745341614906832
FEEDBACK_HIGH_WIN,111,1006,Frontoparietal,L_AVI_ROI,L,0.96031746031746
FEEDBACK_HIGH_WIN,112,1006,Orbito-Affective,L_AAIC_ROI,L,0.93421052631579
FEEDBACK_HIGH_WIN,113,1,Cingulo-Opercular,L_FOP1_ROI,L,1
FEEDBACK_HIGH_WIN,114,1,Cingulo-Opercular,L_FOP3_ROI,L,0.964285714285714
FEEDBACK_HIGH_WIN,115,1,Somatomotor,L_FOP2_ROI,L,0.836538461538462
FEEDBACK_HIGH_WIN,116,1,Dorsal-Attention,L_PFt_ROI,L,0.81025641025641
FEEDBACK_HIGH_WIN,121,1002,Visual1,L_ProS_ROI,L,0.797101449275362
FEEDBACK_HIGH_WIN,125,1004,Language,L_A5_ROI,L,0.644927536231884
FEEDBACK_HIGH_WIN,129,1004,Language,L_STSdp_ROI,L,0.658291457286432
FEEDBACK_HIGH_WIN,137,2,Dorsal-Attention,L_PHT_ROI,L,0.510989010989011
FEEDBACK_HIGH_WIN,138,1002,Visual2,L_PH_ROI,L,0.817777777777778
FEEDBACK_HIGH_WIN,139,1004,Language,L_TPOJ1_ROI,L,0.795580110497238
FEEDBACK_HIGH_WIN,144,1002,Frontoparietal,L_IP2_ROI,L,0.924242424242424
FEEDBACK_HIGH_WIN,145,1002,Frontoparietal,L_IP1_ROI,L,0.788359788359788
FEEDBACK_HIGH_WIN,146,1002,Dorsal-Attention,L_IP0_ROI,L,0.824074074074074
FEEDBACK_HIGH_WIN,147,1,Cingulo-Opercular,L_PFop_ROI,L,1
FEEDBACK_HIGH_WIN,148,1,Cingulo-Opercular,L_PF_ROI,L,0.502688172043011
FEEDBACK_HIGH_WIN,151,2,Default,L_PGs_ROI,L,0.583606557377049
FEEDBACK_HIGH_WIN,153,1002,Visual2,L_VMV1_ROI,L,0.954545454545455
FEEDBACK_HIGH_WIN,154,1002,Visual2,L_VMV3_ROI,L,1
FEEDBACK_HIGH_WIN,155,5,Default,L_PHA2_ROI,L,0.676470588235294
FEEDBACK_HIGH_WIN,156,1002,Visual2,L_V4t_ROI,L,1
FEEDBACK_HIGH_WIN,158,1002,Visual2,L_V3CD_ROI,L,1
FEEDBACK_HIGH_WIN,159,1002,Visual2,L_LO3_ROI,L,0.8
FEEDBACK_HIGH_WIN,160,1002,Visual2,L_VMV2_ROI,L,0.847826086956522
FEEDBACK_HIGH_WIN,161,1,Default,L_31pd_ROI,L,0.944444444444444
FEEDBACK_HIGH_WIN,162,1,Default,L_31a_ROI,L,0.78125
FEEDBACK_HIGH_WIN,163,1002,Visual2,L_VVC_ROI,L,1
FEEDBACK_HIGH_WIN,167,1,Cingulo-Opercular,L_PoI1_ROI,L,0.967532467532468
FEEDBACK_HIGH_WIN,168,1,Somatomotor,L_Ig_ROI,L,0.846153846153846
FEEDBACK_HIGH_WIN,173,1,Auditory,L_MBelt_ROI,L,0.736263736263736
FEEDBACK_HIGH_WIN,174,1,Auditory,L_LBelt_ROI,L,0.605263157894737
FEEDBACK_HIGH_WIN,179,1003,Cingulo-Opercular,L_a32pr_ROI,L,0.859375
FEEDBACK_HIGH_WIN,180,1003,Cingulo-Opercular,L_p24_ROI,L,0.568965517241379
FEEDBACK_HIGH_WIN,181,1008,Visual1,R_V1_ROI,R,0.968233799237611
FEEDBACK_HIGH_WIN,183,1008,Visual2,R_V6_ROI,R,0.67479674796748
FEEDBACK_HIGH_WIN,184,1008,Visual2,R_V2_ROI,R,0.993344425956739
FEEDBACK_HIGH_WIN,185,1008,Visual2,R_V3_ROI,R,0.976945244956772
FEEDBACK_HIGH_WIN,186,1008,Visual2,R_V4_ROI,R,1
FEEDBACK_HIGH_WIN,187,1008,Visual2,R_V8_ROI,R,1
FEEDBACK_HIGH_WIN,191,1009,Cingulo-Opercular,R_PEF_ROI,R,0.626373626373626
FEEDBACK_HIGH_WIN,193,1008,Visual2,R_V3A_ROI,R,0.870748299319728
FEEDBACK_HIGH_WIN,195,1008,Frontoparietal,R_POS2_ROI,R,0.516
FEEDBACK_HIGH_WIN,196,1008,Visual2,R_V7_ROI,R,0.933333333333333
FEEDBACK_HIGH_WIN,197,1008,Visual2,R_IPS1_ROI,R,0.927927927927928
FEEDBACK_HIGH_WIN,198,1008,Visual2,R_FFC_ROI,R,0.976047904191617
FEEDBACK_HIGH_WIN,199,1008,Visual2,R_V3B_ROI,R,1
FEEDBACK_HIGH_WIN,200,1008,Visual2,R_LO1_ROI,R,1
FEEDBACK_HIGH_WIN,201,1008,Visual2,R_LO2_ROI,R,1
FEEDBACK_HIGH_WIN,202,1008,Visual2,R_PIT_ROI,R,1
FEEDBACK_HIGH_WIN,206,1009,Language,R_SFL_ROI,R,0.756302521008403
FEEDBACK_HIGH_WIN,209,1008,Frontoparietal,R_7Pm_ROI,R,0.802083333333333
FEEDBACK_HIGH_WIN,211,9,Default,R_POS1_ROI,R,0.679245283018868
FEEDBACK_HIGH_WIN,213,9,Default,R_v23ab_ROI,R,1
FEEDBACK_HIGH_WIN,217,10,Cingulo-Opercular,R_5mv_ROI,R,0.8
FEEDBACK_HIGH_WIN,218,10,Cingulo-Opercular,R_23c_ROI,R,0.594795539033457
FEEDBACK_HIGH_WIN,219,10,Somatomotor,R_5L_ROI,R,0.934010152284264
FEEDBACK_HIGH_WIN,220,10,Somatomotor,R_24dd_ROI,R,0.806451612903226
FEEDBACK_HIGH_WIN,221,10,Somatomotor,R_24dv_ROI,R,0.968152866242038
FEEDBACK_HIGH_WIN,222,10,Somatomotor,R_7AL_ROI,R,1
FEEDBACK_HIGH_WIN,224,1009,Cingulo-Opercular,R_6ma_ROI,R,0.535885167464115
FEEDBACK_HIGH_WIN,226,1008,Dorsal-Attention,R_7PL_ROI,R,0.636363636363636
FEEDBACK_HIGH_WIN,227,10,Somatomotor,R_7PC_ROI,R,0.974489795918367
FEEDBACK_HIGH_WIN,228,1008,Visual2,R_LIPv_ROI,R,0.571428571428571
FEEDBACK_HIGH_WIN,230,1008,Dorsal-Attention,R_MIP_ROI,R,0.9
FEEDBACK_HIGH_WIN,231,10,Somatomotor,R_1_ROI,R,0.702842377260982
FEEDBACK_HIGH_WIN,232,10,Somatomotor,R_2_ROI,R,0.99198717948718
FEEDBACK_HIGH_WIN,234,10,Somatomotor,R_6d_ROI,R,0.904494382022472
FEEDBACK_HIGH_WIN,235,10,Somatomotor,R_6mp_ROI,R,0.765799256505576
FEEDBACK_HIGH_WIN,237,10,Cingulo-Opercular,R_p24pr_ROI,R,0.923913043478261
FEEDBACK_HIGH_WIN,239,10,Cingulo-Opercular,R_a24pr_ROI,R,0.886792452830189
FEEDBACK_HIGH_WIN,242,1009,Frontoparietal,R_d32_ROI,R,1
FEEDBACK_HIGH_WIN,243,1009,Frontoparietal,R_8BM_ROI,R,0.851428571428571
FEEDBACK_HIGH_WIN,245,13,Default,R_10r_ROI,R,0.891891891891892
FEEDBACK_HIGH_WIN,253,1009,Frontoparietal,R_8C_ROI,R,0.732510288065844
FEEDBACK_HIGH_WIN,257,1009,Frontoparietal,R_a47r_ROI,R,0.919540229885057
FEEDBACK_HIGH_WIN,258,1009,Cingulo-Opercular,R_6r_ROI,R,0.64638783269962
FEEDBACK_HIGH_WIN,260,1009,Frontoparietal,R_IFJp_ROI,R,1
